reviews,ratings
"Well its a call of duty game. You need a lot space on whatever device are playing on. I am sooooo happy controller players play against controller players. It makes playing without 1000 times better. I will never understand why the gaming community needs 10,000 different ways to customize your character but its cool. Game play is smooth. I mostly play on wifi, mobile data works but it be slow. Word of advice. USE THE PRACTICE MODE! I was getting 1 or 2 kills per game and now getting 20+ a game.",4
I think it's a Great games with a lot of cool features but I think it could get even better by adding a rope mode to the helicopters in battle. So it would like when you play battle royal and you the helicopter you see where the the switch a seat button you would see like a little rope be side it so a person on the side seat press it would enable them to side on it while the pilot hovers the aircraft,5
"Like the game but recently I keep dieing bc of the dumbest thing. Sometimes during a deathmatch, it will be crowded with players from both sides so I hit my teammates on accident. But I keep dieing bc of these small accidents. Is there a way to turn this off or wut bc this is very annoying as someone who mainly plays deathmatch and Frontline.",4
"The recent update is trash. Been playing continuously for more than a year and half. Now it shows no internet connection even after a fast internet. I've downloaded HD quality movies in few minutes but can't open this game. If it opens after a thousand tries, I get high ping. What's wrong with COD-M",2
Fabulous game but needs improvements on downloads enormous files are making my phones battery life die. I personally think it is a great mobile FPS game for beginners or people who are looking for a new game to explore this is probably the perfect. The only downside is probably AI bots in some servers they are pretty easy to kill so I really want Activision to improve the game so it can be the same for others. I hope you enjoy the game!,4
I really love this game and the overall experience but the only thing that I'm having a problem with is that everytime i play a match or just play it's always crashing and kicking me out of the game also the prices for items on the shop is ridiculously high can you please fix this!!,4
Ever since the new season I've been having repeated controller connectivity issues. I'm using a PS4 controller. Connects to the phone and functions just fine but the game won't recognize controller input. This is extremely frustrating as I play ranked matches.,2
"I really do want to give this game 5 stars but after the new update my phone screen goes black many times in S&D and only after playing 1 round. And now it starts lagging and am very upset that I was facing issues while playing. Kindly do needful because I really love this game and I want to play it continuously, but because of these issues am unable to play 2 or 3 matches.",4
"The graphics are good very detailed. A very action packed game, you have to be on your toes or you won't last long, you'll get shot or blown up, pretty fun. The Internet doesn't always come in so you get some glitches and it does mess up your already started game. Otherwise a good game very entertaining.",4
"Good game, but there are a few things that would love to see. 1- original Zombies mode, sure the one we have now is fun but it gets a bit bland after 10 games. 2- Prestige mode! Maxed to level 150 easily and maybe with prestige could have more weapon skins or attachments. 3- Ranked points on performance when loss is way too much. 35 points lost from a game with 10 kills and spawncamping? C'mon man",4
"This is a great game is been playing since Season 2, but I just reinstalled this on my tablet, agree I am sitting in a room with great wifi, and cannot connect to the game. Stop the ads, optimize for better performance on mobile devices. And port to iOS services for people on Chrome.",4
The game is now extremely laggy. And after every update the lag increases and so happened in this update also! Similar games with more high graphics works perfectly and so smoothly in my device. This game is not optimized and even lags in some expensive devices. This is so annoying as you die every time coz of the lag. Earlier this game worked really smoothly but now it is unplayable coz of lag. They need to fix this ASAP.,1
"I have played this game since first released, everything about it is great. What i want to be added is the classic zombie where you open doors repair windows and fight the bos at the end. I really hope this i added because a lot of players played this game just for this.",5
"Overall the game is too good there is amazing graphics and controls . But the thing is that this game is dying because we get too many updates with too many guns. So, stop bringing new guns because the players are setting there hand in particular gun and you are bringing new gun so it is difficult to set the hand in new guns and to find that which is the best gun so stop bringing new guns and start making tournament for all regions regular like in one two months this will upgrade cod.",4
"Been playing since day one and it used to be fun so when I stopped a while back I finally decided to play again now. It's not fun at all, just expect to constantly lose because they fill your team with bots at random. Sometimes I'll have actual teammates, 98% of the time though it's just bots. Bots that die so easily that no matter how good you do you just lose because they give the enemy so many kills. Needs optimization on the exynos 1280 chip too, should be getting more stable gameplay",2
Its great if you have a damn good phone that's very fast like iPhones or galaxy phones but it will freeze lag for like 5 seconds randomly it always has that's the only bad part about this game and that my setting for sensitivity gets reset or something allot because I'll have it one way then drop in and suddenly when I aim my character. Acts like he is holding a warm aching he can't turn...random controller issues making it unable too be a feature which is very strange but it works asof now,5
Pissed Off...game keeps crashing and penalizing me when crashes in ranked..I go by ESHNBL1TZD in game I'm better than good don't need controller for game like others. but how can I do championship and clan challenges if i'm constantly having to deal with these problems... PS it's nothing to do with my phone..... Fix the game or I will have to delete instead of paying for data to download the next update.,3
"You gotta fix your low graphics settings, people just appear out of nowhere and delete yoy from existance, and there's still that bug where the game freezws for like 2 seconds. Every time I die because someone spawns infron tog me just makes me want to unistal the game even more, I'm sure I'm not the only one this happens to.",2
"I've not played as much lately & it's not as fun as it once was lobbies are filled with bots to where prior to these past couple seasons i never got any nukes in ranked that i recall, it was much tougher to do but now I've gotten several nukes in ranked play, it's not matter or above cause i just haven't played enough but pro, it was a lot more competitive back than through most tiers now it's not like that until you reach legendary. this is in my experience so could be different for others.",4
"I like multiplayer, battle royale is cool too, undead zombies mode SUCKS!!! Horrible!!! I always enjoyed playing zombies solo as much as, maybe more, than playing zombies with other players. A nice relaxing round based solo match of zombies is why I loved call of duty. That's why I I rate this 2 stars. 1 for tryin, 1 for multiplayer mode.",2
I love this game it's so good no ads in the game so enjoyable but there is something I really need to tell about. Like the game is good but it should be updated so that some things should be bought with credits instead of actual money like it's not all the time I have money to use to buy things like the FERG SKIN in couldn't buy it or buy COD POINTS please help us to change this and THEATRE mode should be added so that you can rewatch your matches. Other than this the game is very good,5
So ive been facing this bug where everytime i get close to an enemy my game pauses for a 1 to 2 seconds and then it shows players names and says reconnected like for example (player1445 reconnected) on the left side of the screen and i get killed everytime and in the lobby i have like 50 ping please fix this i think it makes one of the best shooting game unplayable,3
"The issue is after registering in championship, I got a match which was in progress and lost it to a 22-150 and it got recorded as 3 lost matches, 2 won which was unfair, I would greatly appreciate if this was rectified in next championship and not to record any such match which is in progress whether won or lost. And I would greatly appreciate if there was a buttton which is optional and the work of it is on your favourite weapon you can chose whether it will be ads or hip fire Remove K9 unit",3
This is the best fps game I have ever played in mobile . It's graphics and texture detailing are so nice that it looks like it is a pc exclusive game . I am playing this game from when it is officially launched (mote than 3 years) and it gives me an excellent experience. Thank you Activision for making this masterpiece . 💜,5
Great game. It's really fun to take a squad and play battle royal. And versus is a awesome game mode. I wish the would play campaign mode in the game. But I just don't like the pay to win and If you have a favorite character you must pay real money for them.,4
This game is hands down amazing the controls are so easy to use and there is some great competition **Update** game is still go just very upset because every time I try to download the new data my game crashes. I've uninstalled and reinstalled and nothing works. Until this gets fixed I'm sticking at a 3 star review,3
"Best FPS out there. It is becoming the benchamark of online game competions worldwide. But not worthwhile beacause... After years of playing and having thousands of Southern African/American/Australian players there is still no nearby servers provided for dedicated fans. It is really unfair to be paired against our UK, Asian and US players trying to grind stats with a ping of 80-120ms. While improving the gameplay please try to expand your infrastructure also.",2
"If you like aimlessly running in circles and getting killed by other people running around killing eachother in circles it's the perfect game for you if you're looking for a game thays more realistic and want to have any type of teamwork or strategy this isn't it, it's horrible nobody here has strategy they just run in to be killed over and over again. Kids game",1
"Continue to have issues with audio going in and out during MP match's. fYI I get a constant 47 to 62ms On a good device. Can't even play ranked its so bad. the championships are going on, can't compete in them because of these issues. Not even going to mention, the frame drop and lag. I will say that it appears to me that when I'm on during times of low server use ""less people logged in"" I don't have the audio drop as often. In BR.. Don't seem to have the audio issues like in MP.",1
"Best game in the world. I love this game with all my heart. After this recent groundwar update, it almost feels like there's a hardcore battle royale, light machine guns and several other weapons now work like they're supposed to. The revolver handgun should be 1 headshot = 1 kill across map even without Stopping power rounds and Ground war should last 3x as long. With certain attachments the SP-R 208's range can be brought down to 36. that's ridiculous, a sniper rifle worse than a shotgun",4
"Great game, terrible file size and CONSTANT updates! It's freaking ridiculous how much storage this game takes AND the never ending updates aren't helping! I try to play several times a week but it's getting too time consuming now that it takes longer to download all the updates than I have time to play. Clearly the development team is ridiculously over staffed if they have so much time to create more useless updates that have literally no impact on game play.",2
"This game is the best game on Google play you can use Camos and use too many things it make you kill the people and all of maps and weapons are nice Playing on phone and computer it can work nice but I think on phone is better than the computer there are too many downloads you can download it it's for free and it's not virus I mean it can't hack/virus your phone/computer but the bad thing is zombies mode because its for limited time. It's a famous game, I liked it but more modes isn't limited :)",5
"If you prefire and aim correctly but your bullets don't register then no one should bother playing only.. Yes and 1 star is the least I could give, trust me if i was to show how it matches you up with teammates and opponents you will be surprised. They only put new things in the game and quality of processing declines. For your peace of mind don't do the things I did like playing the game or spending money, you would not be disappointed.",1
"It's decent if it loads, but it just never loads. There are constantly long updates, so I can't really ever play it. You can't even use a different app or shut off your phone during this, you have to be in app staring at the bland screen. If you close out of it, the update/loading progress resets",2
"One of the best action games. I love the graphics, the maps, everything is amazing. Would recommend fixing the bugs. There are random delay, button bugs in the game.",5
"Love the game. Wish they bring back the old school zombie mode. The new one is so-so... its okay, just a little too hectic; it definitely feels like a consistent survival mode especially keeping up that base.",5
Had to change to 1 star because of all this freezing. I have a new iPad and I'm still lagging every game even when my ms is not dropping. The waiting time for games are also ridiculously long now. I have to wait over 100 seconds just to get into a game just for it to end even quicker because the meta is so broken right now. The mac-10 is not even giving me a chance to shoot back and kilo-141 has no recoil with such high damage.,1
Overall I love COD but lately I have been having a problem! I can play multiplayer all day long kill my phone over and over and works just fine! Then I okay one match of BR and my service drops out and the game crashes everytime! I can't ever finish a game without connection to my wifi but I lag on wifi is anyone else having this problem?!,5
"Absolutely dire controls This game says I'm better than 97% of players - that's how bad control is. Controls stick, you can be running and you're unable to stop, frantically pawing at the controls trying to get it to respond. It's appalling even with 10ms. You can't disable capacitive buttons anymore so I keep getting sent back to the launcher - usually right at the critical moment. Constant massive downloads on update are a pain especially as you have to then update all the assets each time.",1
"Hi, this game is amazing specially this season! But it would be great if there was a kind of button to stop automatic downloading, because there not a lot of storage in phone to download all the packages in it..",4
"The game itself is perfect for being a mobile game, just someone please patch the controller system. My ps4 controller can connect to the phone and all the buttons work until i get in a match. Only the pause, quick melee, tactical and lethal buttons work.",4
"Update on my review: Call of Duty Mobile is amazing because it's free to play and has large variety of weapons across Black Ops, Black Ops II, Black Ops III, Black Ops IIII, and now Modern Warfare 2019! I love how many weapons there are and it allows lots of gunsmith customization for all of them! Although, this game does seem to crash sometimes on me, but it's not that bad. Anyways, I rate this game 5/5 stars. Thanks a lot for Call of Duty Mobile!",5
"Hi! developer, i love this game so much, but getting low FPS and laggy experience in my new IQOO 9 SE device inspite of having high graphics and frame rate support. I've felt that it needs optimization and support to give it 60FPS-90FPS frame rate for wonderful experience. I'll wait for a new update and fix for it. waiting for your reply too! thanks in advance!",1
The game started off great! Until i start winning and all of a sudden I'm getting all these gliches like virus is being put in the game. I have to constantly delete and re download every so often. Not good!,2
"I really loved playing this game but you need to fix it. I already have 3 complaints about this game. 1st of all,when I use the speaker in the microphone, it always breaks up. 2nd of all,when I end a match it offen resets my phone. Lastly, the one I hate the most is that the game keeps on removing my account from the game and I have to start over. It just happened to me know and this is the 6th account I made in this game. I'm getting very annoyed of this continuing. Please fix your game.",2
"This game is cruel. Awful graphics that have no hope for being updated, tons of things that require manual download, and full of purchasable DLC that is half-baked in design and looks bad. The one time I banked on a draw in this game I didn't get the best parts of the rewards, the odds are all rigged and no matter how many times you play you'll just get the reward with the highest odds (which are the worst parts of the draw). The gameplay is okay aside from maybe some stability/mobility issues.",1
Adding groundwar mode is good step up. Glad you listening to the fans demand. It will be better if more maps will aded in Groundwar mode. Regarding the increasing size user should able to choose what they want to play in more intuitive way. So they only install those parts of game which they like to play.,4
This update is terribly bad.The new BR graphics is worst. Every is so much fogy and the basic cod feature is lost. it's losing it's originality.In between road are not needed.The graphics looks just like a 1* action game or a cartoon..the grass field are just destroyed by the graphics.Bus station Map is also destroyed. Worst update ever.if this update continues i will just stop playing the game.,4
Why the game keep glitching I have a Samsung A10 good internet and it keep on lagging in BR and multiplayer hard to play these days with so much glitch. I can't see the enemies they just appear major glitch even when I'm using sniper I can't see the enemies don't know what's the problem and I have enough space. I can't see the enemies near or far would like that to be fix,1
"I would give it 5 stars but there is this bug which annoys me everytime and all the codm players personally know says the same thing to, here is the bug-most of the time when me and my team are right about to win the enemy's kill counter goes up by each second even when we are at 142 kills and there are at 102, So i would love it if you'd fix it Thankyou.",3
"Terrible spawns in team deathmatch, unbalanced guns you guys add kilo into the game and buff it for it to have less recoil when it already shreds then recently release the mac 10 a gun that simply should not be in the game because of how ridiculously fast you die already to guns with less fire rate and matchmaking in ranked takes years. I literally either face or get teamed with the same exact people every time I find a match after waiting so long.",1
Let me just start with the game is super slow. Also when you connect your controller it sometimes cannot register your system that your using. I would give it a review that would make people wanna get it. But theres way too many issues with this game. Fix the programming a bit and make it run cleaner on mobile. I can get at most 20 to 30 kills only because the firing mode says headshot when you shoot them in the leg. Yeah ok......,1
"This is by far the best mobile game I've played in my life. Almost perfect, and it gets better every season. I've socialized more here than I have on Facebook. Its pretty amazing. But issue is why need to keep downloading my guns, camo and stuff that already exist and that I own every season😡. In this part of the world, data is luxury. Please I don't want to deal with that next season or I'm moving to PUBG which actually looks like the Chinese version of this game🤣.",5
"Man it makes me sad cuz I've played this game for over 2years and there are so many improvements that i can't explain but, there are still some things developers need to fix ik they're doing their hardest to make the game better but some Improvments can literally change the game forever and better, these issues if fixed can be the solution for everything wrong 1.PING SPIKE 2.DSYNC(ik it's less but it is still one of the WORST) 3.FPS DROP when your FPS goes from 60 to 25 LITRALLY on MAX framerate",3
"It's a good game, the graphics is really good for a mobile game but the problem is the graphics settings. I use realme 8 5g but the graphics is stuck in medium settings and high fps. Whenever I play I get a stable 60fps so I think it can handle 90fps too. Please let us use our 90hz displays in mid end phones. I don't know if it will work or not but we should at least try. I want to experience 90fps too so please (ಥ﹏ಥ)",3
"Great game, awesome graphics Though the lags that occur in BR are kinda upsetting please try to make this fix Otherwise the game is just simply amazing You should try it out guys another thing is, why do we have to redownload almost all our camos, skins and maps once a new update arrives. This really needs fixing",5
"Game play was fun, but it is now plauged with bugs and lag issues. Game physics is wayy off. No choice of hardcore games and ranked games with random spawns is beyond ridiculous. Pros: Not pay to play and has plenty of weapons to choose from.",2
"The game is fantastic, just one suggestion if Activision adds on Fighter Jets instead of helicopter and adds small war ships in game then that would be be more awesome because the helicopters are slow in air attack like if 2/3 helicopters are fighting in squad matches then it's very difficult for us and when ever the last zone finishes in around the coast of in the ocean it becomes more difficult to survive , just a suggestion",5
"Overall great game, but there's a problem with season 3 with ping spike issues which really needs to be fixed asap, I've been wanting to play for 3 days but everytime i start mp or br, i keep having ping spikes ans some serious bug problems and I'm not the only one having this issue, everyone i know is having the same issue and it must be fixed soon.",2
"Downloaded the game over wifi. Then they asked for one update first right after, couldn't download over wifi. Switched to data, done. Then again one more update, nothing over wifi. Mobile data is on- done. Gameplay over wifi, not working again. I double checked my wifi comnection, restarted the device. Same problem. Weird app. Uninstalled.",1
"Great games but there's a lot of glitches. Most annoying one is in Battle Royale where the in game message doesn't match the VA. So if you need ammo, all you can say is 'I have ammo'. Like it doesn't even make sense.",3
"Game keeps crashing, sound only available through headphones. There's too much being shoved into this game, it takes up so much storage. It used to be great, but after the last few updates it's becoming unplayable.",1
This game is in my opinion. God tier. Not only are the graphics ahead of every otherobile game I've seen so far the mechanics are easy to grasp. This game is not really pay to win. The only thing you pay for is cp Wich is used for skins. Absolutely no ads whatsoever. One downside is that it takes up a bit of storage so youight wanna keep that in mind. Also this game does not use very much data Wich is insane considering what all happens in game. Good job on the developers of the game. Good job!!,5
Really is an awesome game to play in your free time. Great graphics!! Awesome team atmosphere and reward for play! Ive seen a few reviews that was complaining about having to pay to get any extras. Thats simply not true!!!!,5
"The network error 4A28 remains a constant pain. I have no clue why there are no patches for such a minor issue. I see massive updates cropping up all the time, but no network error patches. Ruins the whole mood of the gameplay.",2
I've had no problems really except 2 things I think you guys should add back the old zombies and also make a campaign I know they take a while but just a suggestion for the future the campaign s are always the best part in COD games because sweats aren't trying to kill you and the storyline (IE black ops 1 and 2 and ghosts),4
"I don't even know where to begin, this game is dead and will continue to decline if things continue. I recommend you don't waste your time on this game, The ranked system is a mess and it's impossible to go anywhere with it.The weapons are unbalanced and constantly nerfed, you can shoot a guy first yet you will die beause he's using a meta. CODM like the rest of the new COD games has gone in a decline and are only after your money, The multi-player ranked system is also utter trash.",1
Game is good but it has alot of bugs like I click for scope or the fire button and nothing happens. I don't get why!!! Still not fixing the issue. Disappointed. This game is getting worse with every update ngl. I'm a fan but can't deny it's worthlessness.,3
"It's totally amazing game play i have seen in thie category. Graphics, animation or transition also good but i can't give you 5 star because it's take more and more storage compare to another which is really bad for me. If it work lite weight like 1.5 to 2.5gb max .",1
"This season update has ALOT of bugs, I'd be playing a ranked MP match and all of a sudden the sound vanishes, I play a BR and for some reason the door I followed into a building isn't there anymore, rather it's hidden by the wall animation....I really love this game so please let there be fixes soon",3
"This game sucks. It has so much lag, the users are abusive and there are features in game that just keep ruining the experience overall while in battle. The frame drops are heavy, you also face so many bad hit registrations, like you'll empty your guns and it'll still not make an impact. The ping is always unstable, whether you play on wifi or not.",1
"Fix your game, if I could I would rate half a star, once players begin to recognise what weapons are good and what is not so good, those good weapons of course are used, but it is quite unfair when the weapons kill speed is almost less than a second, so maybe for next season (season 4) I would HIGHLY recommend fixing your game over all else",1
It's the best mobile gaming app out there. Ads are optional. You don't have to pay anything for access to all weapons and maps ECT. It's so close to the console gaming and you can use an external controller.,5
"Very nice game overall is good, but there is something that annoys me so much and it is the sliding, it is like one slide equals to Marathon run the aim assist doesn't catch up the speed of the sliding, but please don't nerf it some much that it feels like a turtle. Thanks.",4
I have been playing this game for at least 2 years and was actually a very good experience and easy to play BUT for the last two seasons the game lags every time I try to play especially in BR and its not something wrong with my ping or device because it was working perfectly before so unless this is fixed I am uninstalling it from my device,2
"During a match, soon as I respawn and start moving, or at random times, the game will glitch and my character will blink back to where I started or in front of a wall. It does this about 3 times then stop for awhile and start again",3
used to play it with a ps4 controller but it stopped working so bought a normal Bluetooth controller. which works fine on my phone just discover that it won't work on cod so annoying. why I don't understand why you have to be so specific about controllers and I only found out when looking through the help section. please fix this issue you already have Bluetooth support just enable it for general codecs instead of only specific ones,2
"I absolutely love this game but now it won't ever start the game it lags, goes black screened, shuts my phone off and I can't even play it really at this point. I'm not giving up on call of duty but would like to see changes in the apps performance",1
Could always use more maps and better match making but overall not bad definitely enjoyable in some matches. Also u can shoot somebody 3 times with a sniper and they won't die but somehow you can get 1 shotted with a sniper and ranked doesn't mean anything if your good because more often then not your team isn't,2
Team we love this game but from past many months we are facing Lag and most importantly Frame drop issue. We are not able to playing smoothly. We have good and better configuration mobile for this game still we are facing Frame drop like anything.. Please look into the issue.,4
The game has become quite heavy. It takes about 10 mins to get to the main screen making me lose interest in playing. Also the game now lags a lot. My suggestion would be to focus more on the gaming experience than frequent updates.,1
"pls review the game love to play it but yeah the bugs make me so frustrated..Edit: can you pls change the way a tie works in capture the flag.. If we have more flags captured in the end it shouldn't be a tie we should win obviously.. pls fix Edit:pls fix the way the long shot obj works with shorty , after the nerf it is impossible to finish it.. Pls make the range req less Activision doesn't care about there games anymore Edit:fix ranked , don't want to play with bots.. there dumb",2
"Excellent and very well rounded in all aspects. Most of the lower ratings pertain to a specific aspects in the game; holistically it's unmatched and the best in Play Store. Thank you, developers, for this gem; the experience is mind blowing.",5
Excellent game. Unfortunately they are only concerned about your money and collecting as much of it as possible. They have no issues with hackers coming in and completely screwing up your game and kicking you offline in the middle of your match. That is not their concern they only care about you spending money on trying to get new weapons. It would be a great game if management gave half a s*** about anything other than money. Loved it. Would play it again if the people in charge managed to.....,2
"Awesome game! But I face some problems like teleportation, the traumatic sound of Chopper Gunner, and the sounds are badly optimized. What's even worse is that when I matchmake a Ranked Match, I play with noob teammates while the opponents are with pro teammates. Please fix this problem in the next update. Thank you.",5
"Game is a joke half the time ranks are not matched accordingly, 2 shots and your down but your bullets dont phase oppent half the time even with perks, cant see enemies in front of you biggest part of time. Needs a major over haul on playing exp cuz it has went down hill fast used to love playing it now not so much.",1
"the game doesn't even opens up, gets stuck at the loading screen and says no network connection, well im connected to wifi and all the other apps on my phone are working smooth like butter, found several users facing the exact same issue, and this issue is big, dear developera, please look into this.",2
"The only problem is this game takes more memory space ,in my phone it takes 7.1 GB space because it doesn't deletes the unwanted files and chache after the updation ,and one more thing is that this game required additional downloades like maps,HD audio, characters,guns blueprint,and comos etc. Try to solve this issue",4
"Why is there 2 battle royal maps & 9,999 multiplayer maps? Who has that much storage for a mobile game?!? This is beyond insane how much data you have to download & then more additional downloads after opening the game. This 1 application on my phone takes up all the storage. Keep making more useless items that nobody asked for, please. Like anyone has that much space on their mobile phone... There's way too many maps, & gun skins to keep track of, please fix your game! FIX THIS",1
"Error: ""Download configuration failed. Check internet connection. Or restart app"". I have been getting this annoying error from several days. My internet speed is fast enough for this game. Sometimes it works sometimes will not work even after switching networks and everything. Fix this please.",1
"Love the game! But please do a solo championship. Can do same game modes, but I have qualified for world championship 2 years in a row and never progressed because of having to find a team. I wanna know who the best player is in the world. Not who can find good people for a team.",5
"Used to be a great app. But once I updated to season 3 and logged in, my names been changed with no explanation, my friends list is 100% different, im a higher ranks than I was, and im in an entirely different clan. I am completely pissed off especially with all the money I've put into my account, just for it to be comply destroyed. 10/10 DO NOT RECOMMEND Updated again and have the same problem! A completely different name and friends list. Different loadouts.",1
"I like how all multi-player cod games does this thing where as soon as you target an enemy a whole different enemy comes from nowhere behind you and kills you. ALL cod games have this problem. And you guys need to make it so the graphics will automatically adjust best for whatever device you have, shouldn't expect people to know what's the best settings for our devices",4
"This game is overall pretty good. However, if you have a low to medium end device, it sometimes becomes hell to play. The amount of mobile storage this takes up is crazy. Hopefully they do more optimization.",3
"I love the game, but it's not fair when some of the old players have some of the load outs that new players don't have access to. Like Swarm. Especially in the Rapid Fire servers, the old players would outmatch the new players and it's not fair at all. I think all of the weapons and such should be accessible instead of a season type thing",3
"This is so good! Before I downloaded this I thought it was going to be hard and it was but then I changed my settings and I'm a lot more better now, remember this game is not for EVERYONE it's for who enjoys it. Edit: Wait, this game had Zombies!? No wonder I felt like something is missing and I would really like to play it on call of Duty so please add it back even though I never tried. Edit 2: OMG THANK YOU SOME MUCH FOR ADDING ZOMBIES.",5
I have been playing this game since it came out and it had changed a lot. Back then I literally only played zombie mode now it's just to hard. Now I'm playing this game and every time I log in I remember literally everything... I will never get rid of those memories of me losing... to zombies,5
"This game is incredible it's very competitive and challenging to the extent that it requires real skill to become a good/great cod player, but despite that this game suffers so many glitches and it's just to annoying, not to mention the worser it gets upon every update. This game is great it the best FPS/TPS mobile game, but you guys still need to attend to those bugs",3
"No need to nerf presistence and hardline! In fact remove them. After playing for a long time, i have lost a lot of matches because other party was using persistence and hardline, sometimes losing matches by only two points because of the people using these two perks.",4
"First off, it takes a minute just to open the game, because of all the adds they throw in your face. But also, you can't get anywhere in the game. The higher you rank up, the less points you get each round, and the more you get penalized points when you lose. On top of that, I am pretty sure they add bots to the game. Because, at some point, it is impossible to do anything. Somehow, everyone become an expert shooter, and they all can somehow deal more damage than you. Play a good game, not this",1
"Love the game, but here lately I can't get through a single battle royal without the game glitching or completely shutting down all together..... Update...dropped my rating because the glitch issues were never fixed. Completely turns the game.",3
"Can you add this setting where you can transfer your account to another device. The only reason I'm asking is because when someone gets a new device and they download call of duty mobile on that new device the have to restart the whole game and they can't have there skins,weapons and score streaks from the other seasons, so please add this setting. You should add a movement where you can peak corners.",3
"As a fan of call of duty, i would like to suggest in multiplayer mood i think player running speed is too fast and sometime u cant even target on it. Need to low abit of running speed. I like to play mask man type guns. And over rank sniper aiming is really terrible 1 hit.",5
"The worst game you can play, 1- errors in graphics, errors in servers. 2- they put you in random servers, you can't choose. 3- you cannot play in ranked matches alone other than search and destroy, it takes a lot of time. 4-the ping goes up suddenly when shoting 5- when you report a hacker you will find him playing and is not blocked. 6- alot of people playing with aim bot and the support doesn't do anything about it Although i reported all this to the support and developer teams and no answer.",1
"Very fun fps although it is falling apart.The new update made the game alot laggier and the frames drop super bad although my wifi is strong.We need a South African server to fix most our problems.The amount of storage the game takes is unbelievable,its way to much.One good thing is that the game feels refreshing all the time with the frequent challenges to do and stuff to get is loads.after each update everything must be downloaded again wich is super annoying.With all that said,its still great",3
"there is a bug in the new update, it seems that some characters have there voice as the normal voce ( the black ops character (i think) overlayes on other characters), for me riggs and tengu rebar do not have there voices correct. hope you fix it .",2
"Coming up to the world championship, and I can't believe it takes so long for a controller player to find a ranked match. We used to be able to take our controller off and still get matches...now youve taken all the fun out of the game for me....I was looking forward to playing the championships and now, having timed out waiting for ranked matches, I don't see that happening. Last time I spend money on a game like I have this one.",1
"This game is quite full of hidden ads in it, concealed as ""mission briefing"" or alike. Somewhat bothering, but ok. But now it is abusing system notifications for sending annoying ads to you, even at times you are not playing it!!! Very bad practice, unacceptable! This should be banned!",1
"I am obsessed with this game. My friends and I play all the time and it keeps us entertained and helps us through the days struggles. Keep up the good work however, please be mindful of the space l/memory issue. It's important that anyone with a good enough smartphone can play this game because it's just so fun. Accessibility for everyone please and thank you.",5
This game needs more options to play dual on Frontline maps and in individual room maps. Plus this game needs more options for game gifts and power options for gun loadouts. However this is an AMAZING and AWESOME GAME. THANKS (CALL OF DUTY),5
"A fun free to play game. Plenty if rotating game modes and if your into group play, the clan wars have a fun set of rotating mission options also. The only reason I'm not giving this game a 5 star review is because of the odd balancing of the skill based matchmaking. But all in all I'd recommend downloading this game and giving it a try.",4
"Too many cheaters and hackers on this game and you developers have not figure out how to stop that. It kills the fun out of the game. Another thing I'm discovering that the developers seems to favor people who coin, your controls don't work for you all of a sudden functions like if you're pulling backwards the hide from the enemy all of a sudden you notice your players moving forward so you can get shot.",1
"Love the game and don't have anything to complain about but I would like to see an option for us to be able to choose not to play with people that are using controllers I mean this is a Mobile game meant to be played on the phone using the phones controls and that's it. And yes I know people will probably tell me if I don't like it don't play, well I'm still going to play and enjoy the game because even with then using controllers I'm still kicking as* and taking names haha",5
"This game SUCKS, and 4ever WILL. The matching system is BULLCRAP. NOTHING WILL EVER change. The same G.Damn nightmare EVERY season. The ""optimizations"" fix 1 thing and ruin a 100K others. That's Bullshitization. 1 star is way too much. This game will NEVER be what it once was, NO MATTER how hard you try. I hope Blizzard makes drastic changes to ""try"" to fix the unfixable. Or else, they will regret wasting that kind of money. A never-ending and non-fixable disgrace.",1
"They should be optimizing the game more for people who play in mid and low spec devices, rather than bringing new in-game items to sell. It's just really frustrating to play with all the lags and glitches all the time.",2
"I like the game, i didn't think mobile gaming could be this good until this game. After the last update it s slow, my ping is good, i don t think my phone is the problem, it ran just fine until now. Can't play it any more, i get frame drops and can't get even close to 60 fps. Not playble...",2
"Ive been playing this game since i can remember, but this season is absolutely horrible, everyone's sound crashes mid game, its always lagging please fix it more and more people are going to apex cause there is stuff u guys dont fix, fix this problems please the sound leaving makes everyone loose and its starting to become a problem. No Activision i dont know this game like this. It makes me sad, all we wanna do is come home and play the game then this happens and it just makes our day worse.",2
Ranked matches are rigged or bugged? Not sure how in ranked people always end up outshooting you despite you hitting them first way in advance and you end up dying. Not to mention that lots of time people opponents health aren't even reduced despite multiple shots are accurate and that you have emptied half a clip on. People are using emulators and controllers which are giving insane advantages as certain movements are restricted playing on mobile.,1
Kills doesn't add up. It is frustrating to play. Please look at this matter. This happens all the time. It makes us feel like not playing at all. Kills count are random which is providing a bad game experience.,1
"Overall game experience is great, but communication with friends while playing keeps disconnecting due to game design, Comms should not be cut off we end up always miscommunicating. Also if we switch to what'sap for quick audio msg comms no longer work.",4
Very laggy due to this game forcing my phone to disconnect from wifi so I have to turn wifi off to play. Much larger game than I think is necessary. This game's support is a joke. If you get a real agent the agent doesn't know what he or she is doing and responds with the wrong info. For instance I asked about using just my Twitter profile pic and the agent said FB instead. I pointed that out and he asked for a screenshot of my settings like he did nothing wrong.,2
"I like this game very addictive, that being said, it would be awesome if they made the walls and other structures to be torn down by bullets and grenades. As far as the zombies original one was way better. They should introduce it on this platform. I don't think they realize how many people would really like to play it with all the new weapons.. overall great game play.",5
